t,dF,F,P,Q,UA,UA_phase,IA,IA_phase,xdp,xq,f0
16.17,-0.024,49.976,565.813,1.48008,11454,3.0831,16395.8,3.0805,0.3187,2.32,50
16.18,0.002,50.002,565.496,1.42722,11502.9,3.0838,16380.6,3.0801,0.3187,2.32,50
16.19,-0.002,49.998,565.126,1.26864,11534.7,3.076,16365.3,3.08,0.3187,2.32,50
16.2,-0.026,49.974,564.598,1.21578,11469.2,3.0785,16350,3.0795,0.3187,2.32,50
16.21,-0.008,49.992,564.016,1.21578,11481,3.0832,16334.8,3.0789,0.3187,2.32,50
16.22,0.004,50.004,563.329,1.0572,11541.4,3.0762,16319.5,3.0785,0.3187,2.32,50
16.23,-0.02,49.98,562.642,0.89862,11493.6,3.0742,16304.3,3.0779,0.3187,2.32,50
16.24,-0.02,49.98,561.796,0.74004,11461.8,3.0807,16281.4,3.0775,0.3187,2.32,50
16.25,0.004,50.004,560.897,0.37002,11526.2,3.077,16250.9,3.0775,0.3187,2.32,50
16.26,-0.014,49.986,560.21,0,11514,3.071,16228,3.0773,0.3187,2.32,50
16.27,-0.028,49.972,559.417,-0.37002,11453.3,3.0766,16205.1,3.0772,0.3187,2.32,50
16.28,-0.002,49.998,558.572,-0.74004,11500.7,3.0771,16182.2,3.0771,0.3187,2.32,50
16.29,-0.004,49.996,557.726,-1.00434,11530.3,3.0692,16159.3,3.0769,0.3187,2.32,50
16.3,-0.028,49.972,556.933,-1.37436,11462.9,3.0714,16144,3.0768,0.3187,2.32,50
16.31,-0.01,49.99,555.982,-1.63866,11473.3,3.076,16121.2,3.0766,0.3187,2.32,50
16.32,0.004,50.004,555.083,-1.74438,11530.6,3.0689,16098.3,3.0761,0.3187,2.32,50
16.33,-0.022,49.978,554.343,-2.00868,11480.7,3.0668,16075.4,3.0758,0.3187,2.32,50
16.34,-0.018,49.982,553.708,-2.43156,11448.8,3.0734,16060.1,3.076,0.3187,2.32,50
16.35,0.006,50.006,553.18,-2.74872,11514.7,3.0697,16044.9,3.0762,0.3187,2.32,50
16.36,-0.012,49.988,552.757,-2.85444,11502.9,3.0638,16029.6,3.0757,0.3187,2.32,50
16.37,-0.026,49.974,552.493,-3.11874,11441.8,3.0694,16022,3.0756,0.3187,2.32,50
16.38,0.002,50.002,552.44,-3.06588,11488.1,3.0701,16022,3.0746,0.3187,2.32,50
16.39,0,50,552.281,-3.01302,11517.3,3.0624,16022,3.0738,0.3187,2.32,50
16.4,-0.022,49.978,552.387,-3.33018,11451.4,3.0648,16022,3.0739,0.3187,2.32,50
16.41,-0.004,49.996,552.546,-3.38304,11463.6,3.0697,16022,3.0737,0.3187,2.32,50
16.42,0.01,50.01,552.863,-3.48876,11525.4,3.0632,16029.6,3.0735,0.3187,2.32,50
16.43,-0.014,49.986,553.391,-3.4359,11478.8,3.0615,16044.9,3.073,0.3187,2.32,50
16.44,-0.012,49.988,553.92,-3.1716,11447.7,3.0684,16060.1,3.0721,0.3187,2.32,50
16.45,0.012,50.012,554.501,-3.06588,11515.5,3.0651,16075.4,3.0715,0.3187,2.32,50
16.46,-0.006,49.994,555.03,-3.01302,11506.2,3.0595,16090.6,3.0712,0.3187,2.32,50
16.47,-0.02,49.98,555.717,-2.80158,11445.9,3.0655,16105.9,3.0706,0.3187,2.32,50
16.48,0.006,50.006,556.51,-2.3787,11494.4,3.0666,16128.8,3.0696,0.3187,2.32,50
16.49,0.004,50.004,557.409,-2.00868,11525.8,3.0592,16159.3,3.0684,0.3187,2.32,50
16.5,-0.018,49.982,558.149,-1.8501,11459.2,3.0619,16174.6,3.0679,0.3187,2.32,50
16.51,0,50,558.889,-1.63866,11469.9,3.0671,16197.5,3.0671,0.3187,2.32,50
16.52,0.012,50.012,559.523,-1.53294,11532.1,3.0607,16212.7,3.067,0.3187,2.32,50
16.53,-0.014,49.986,560.263,-1.37436,11485.1,3.0591,16235.6,3.0667,0.3187,2.32,50
16.54,-0.012,49.988,560.95,-1.11006,11453.7,3.0661,16258.5,3.0659,0.3187,2.32,50
16.55,0.012,50.012,561.479,-0.89862,11520.3,3.0629,16266.1,3.0653,0.3187,2.32,50
16.56,-0.006,49.994,562.008,-0.74004,11509.9,3.0573,16281.4,3.0649,0.3187,2.32,50
16.57,-0.02,49.98,562.748,-0.58146,11449.6,3.0632,16304.3,3.0645,0.3187,2.32,50
16.58,0.006,50.006,563.435,-0.5286,11497.3,3.0643,16319.5,3.0641,0.3187,2.32,50
16.59,0.002,50.002,563.858,-0.2643,11527.7,3.0568,16334.8,3.0633,0.3187,2.32,50
16.6,-0.022,49.978,564.175,-0.31716,11461.1,3.0594,16350,3.0631,0.3187,2.32,50
16.61,-0.004,49.996,564.386,-0.68718,11473.3,3.0644,16350,3.0635,0.3187,2.32,50
16.62,0.01,50.01,564.598,-0.58146,11533.6,3.0579,16357.7,3.0629,0.3187,2.32,50
16.63,-0.016,49.984,564.756,-0.5286,11485.1,3.0561,16365.3,3.0624,0.3187,2.32,50
16.64,-0.014,49.986,564.915,-0.68718,11453.3,3.0629,16365.3,3.0622,0.3187,2.32,50
16.65,0.01,50.01,565.021,-0.74004,11519.5,3.0595,16365.3,3.0618,0.3187,2.32,50
16.66,-0.008,49.992,565.285,-0.89862,11509.2,3.0538,16380.6,3.0617,0.3187,2.32,50
16.67,-0.022,49.978,565.602,-0.95148,11448.1,3.0596,16388.2,3.0615,0.3187,2.32,50
16.68,0.002,50.002,565.761,-1.00434,11496.6,3.0605,16388.2,3.0614,0.3187,2.32,50
16.69,0,50,565.866,-1.0572,11528.8,3.0529,16395.8,3.0609,0.3187,2.32,50
16.7,-0.022,49.978,565.919,-1.00434,11462.2,3.0553,16395.8,3.0603,0.3187,2.32,50
16.71,-0.006,49.994,566.025,-0.74004,11471.8,3.0603,16403.4,3.0591,0.3187,2.32,50
16.72,0.008,50.008,566.131,-0.37002,11532.5,3.0536,16403.4,3.0578,0.3187,2.32,50
16.73,-0.018,49.982,566.025,-0.42288,11484.7,3.0517,16403.4,3.0577,0.3187,2.32,50
16.74,-0.016,49.984,566.078,-0.47574,11453.7,3.0585,16403.4,3.0575,0.3187,2.32,50
16.75,0.008,50.008,566.078,-0.2643,11521.4,3.0551,16403.4,3.0569,0.3187,2.32,50
16.76,-0.01,49.99,566.131,-0.15858,11511,3.0493,16403.4,3.0561,0.3187,2.32,50
16.77,-0.024,49.976,566.131,0,11448.8,3.0549,16403.4,3.0552,0.3187,2.32,50
16.78,0.002,50.002,565.972,0,11497,3.0557,16403.4,3.0545,0.3187,2.32,50
16.79,0,50,565.761,-0.10572,11531,3.0479,16388.2,3.0541,0.3187,2.32,50
16.8,-0.024,49.976,565.602,0,11464.4,3.0504,16380.6,3.0532,0.3187,2.32,50
16.81,-0.006,49.994,565.391,0.10572,11474.8,3.0552,16380.6,3.0525,0.3187,2.32,50
16.82,0.006,50.006,565.179,0.21144,11536.2,3.0485,16372.9,3.0518,0.3187,2.32,50
16.83,-0.02,49.98,564.809,0.31716,11487.3,3.0465,16365.3,3.0509,0.3187,2.32,50
16.84,-0.018,49.982,564.492,0.31716,11454,3.053,16357.7,3.0502,0.3187,2.32,50
16.85,0.006,50.006,564.122,0.37002,11520.6,3.0495,16342.4,3.0494,0.3187,2.32,50
16.86,-0.012,49.988,563.646,0.42288,11510.3,3.0436,16327.2,3.0487,0.3187,2.32,50
16.87,-0.026,49.974,563.223,0.37002,11447.7,3.049,16319.5,3.0482,0.3187,2.32,50
16.88,0,50,562.959,0.42288,11495.8,3.0497,16311.9,3.0476,0.3187,2.32,50
16.89,-0.002,49.998,562.695,0.15858,11530.6,3.0419,16304.3,3.0474,0.3187,2.32,50
16.9,-0.026,49.974,562.378,0.2643,11464,3.0441,16296.6,3.0467,0.3187,2.32,50
16.91,-0.008,49.992,562.008,0.31716,11473.6,3.0489,16281.4,3.046,0.3187,2.32,50
16.92,0.006,50.006,561.585,0.2643,11535.8,3.0421,16266.1,3.0456,0.3187,2.32,50
16.93,-0.02,49.98,561.215,0.2643,11488.4,3.0399,16258.5,3.0449,0.3187,2.32,50
16.94,-0.018,49.982,560.739,0.10572,11456.3,3.0464,16243.2,3.0446,0.3187,2.32,50
16.95,0.006,50.006,560.263,0.05286,11524,3.0429,16228,3.0442,0.3187,2.32,50
16.96,-0.012,49.988,559.999,0.15858,11514.7,3.0369,16220.3,3.0433,0.3187,2.32,50
16.97,-0.026,49.974,559.682,0.2643,11451.4,3.0423,16212.7,3.0423,0.3187,2.32,50
16.98,0,50,559.259,0.05286,11499.9,3.0432,16197.5,3.0421,0.3187,2.32,50
16.99,-0.002,49.998,558.942,-0.10572,11534.7,3.0354,16182.2,3.0419,0.3187,2.32,50
17,-0.026,49.974,558.624,0,11466.6,3.0377,16182.2,3.0411,0.3187,2.32,50
17.01,-0.008,49.992,558.254,-0.05286,11477.3,3.0423,16166.9,3.0406,0.3187,2.32,50
17.02,0.006,50.006,557.779,-0.21144,11541,3.0356,16151.7,3.0403,0.3187,2.32,50
17.03,-0.02,49.98,557.303,-0.2643,11493.3,3.0335,16136.4,3.0396,0.3187,2.32,50
17.04,-0.018,49.982,556.933,-0.42288,11458.8,3.0401,16121.2,3.0391,0.3187,2.32,50
17.05,0.006,50.006,556.616,-0.47574,11525.1,3.0367,16113.5,3.0385,0.3187,2.32,50
17.06,-0.012,49.988,556.246,-0.63432,11515.1,3.0307,16105.9,3.0382,0.3187,2.32,50
17.07,-0.026,49.974,555.929,-0.84576,11451.4,3.036,16098.3,3.0381,0.3187,2.32,50
17.08,0,50,555.717,-0.95148,11498.8,3.0369,16098.3,3.0377,0.3187,2.32,50
17.09,-0.002,49.998,555.453,-1.21578,11532.1,3.0292,16090.6,3.0375,0.3187,2.32,50
17.1,-0.024,49.976,555.136,-1.48008,11464,3.0314,16083,3.0372,0.3187,2.32,50
17.11,-0.006,49.994,554.871,-1.5858,11472.9,3.0362,16075.4,3.0368,0.3187,2.32,50
17.12,0.006,50.006,554.819,-1.5858,11535.4,3.0296,16067.7,3.036,0.3187,2.32,50
17.13,-0.018,49.982,554.819,-1.3215,11486.2,3.0275,16075.4,3.0351,0.3187,2.32,50
17.14,-0.016,49.984,554.871,-1.16292,11450,3.0341,16075.4,3.0345,0.3187,2.32,50
17.15,0.008,50.008,554.977,-1.3215,11515.8,3.0308,16083,3.0343,0.3187,2.32,50
17.16,-0.01,49.99,555.189,-1.5858,11507.7,3.0249,16090.6,3.0343,0.3187,2.32,50
17.17,-0.022,49.978,555.4,-1.8501,11445.5,3.0305,16090.6,3.0342,0.3187,2.32,50
17.18,0.006,50.006,555.664,-1.8501,11495.1,3.0317,16098.3,3.0339,0.3187,2.32,50
17.19,0.004,50.004,556.193,-1.63866,11531.7,3.0242,16105.9,3.0335,0.3187,2.32,50
17.2,-0.02,49.98,556.721,-1.42722,11464,3.0267,16128.8,3.0327,0.3187,2.32,50
17.21,-0.002,49.998,557.303,-1.26864,11473.6,3.0319,16136.4,3.0319,0.3187,2.32,50
17.22,0.012,50.012,557.99,-0.95148,11538.8,3.0255,16159.3,3.0311,0.3187,2.32,50
17.23,-0.014,49.986,558.783,-0.5286,11490.7,3.0239,16182.2,3.0299,0.3187,2.32,50
17.24,-0.012,49.988,559.576,-0.10572,11456.3,3.0307,16205.1,3.0289,0.3187,2.32,50
17.25,0.012,50.012,560.422,0.37002,11525.8,3.0276,16228,3.0281,0.3187,2.32,50
17.26,-0.006,49.994,561.32,1.0572,11518,3.0221,16258.5,3.0268,0.3187,2.32,50
17.27,-0.018,49.982,562.272,1.53294,11455.5,3.0279,16281.4,3.0259,0.3187,2.32,50
17.28,0.008,50.008,563.276,1.8501,11505.1,3.0292,16311.9,3.0251,0.3187,2.32,50
17.29,0.006,50.006,564.175,2.32584,11542.1,3.022,16327.2,3.0244,0.3187,2.32,50
17.3,-0.018,49.982,565.179,2.9073,11474.8,3.0246,16357.7,3.0229,0.3187,2.32,50
17.31,-0.002,49.998,566.131,3.48876,11484,3.0297,16388.2,3.0216,0.3187,2.32,50
17.32,0.012,50.012,566.976,3.75306,11550.2,3.0235,16403.4,3.0211,0.3187,2.32,50
17.33,-0.014,49.986,567.716,4.07022,11505.5,3.0217,16426.3,3.0202,0.3187,2.32,50
17.34,-0.012,49.988,568.298,4.54596,11471.4,3.0286,16441.6,3.0191,0.3187,2.32,50
17.35,0.01,50.01,568.721,4.86312,11541.4,3.0255,16449.2,3.0182,0.3187,2.32,50
17.36,-0.008,49.992,569.196,5.12742,11533.6,3.0198,16464.5,3.0172,0.3187,2.32,50
17.37,-0.022,49.978,569.725,5.49744,11468.1,3.0255,16479.7,3.0156,0.3187,2.32,50
17.38,0.004,50.004,570.042,5.8146,11515.1,3.0266,16487.4,3.0145,0.3187,2.32,50
17.39,0,50,570.359,6.0789,11550.2,3.0191,16495,3.0137,0.3187,2.32,50
17.4,-0.024,49.976,570.465,6.3432,11483.6,3.0213,16495,3.0128,0.3187,2.32,50
17.41,-0.006,49.994,570.412,6.39606,11494,3.0262,16495,3.0123,0.3187,2.32,50
17.42,0.008,50.008,570.307,6.55464,11559.1,3.0197,16487.4,3.0116,0.3187,2.32,50
17.43,-0.02,49.98,570.201,6.8718,11511.8,3.0176,16487.4,3.0103,0.3187,2.32,50
17.44,-0.018,49.982,569.989,7.1361,11477,3.0241,16479.7,3.0092,0.3187,2.32,50
17.45,0.006,50.006,569.778,7.34754,11545.8,3.0207,16472.1,3.0083,0.3187,2.32,50
17.46,-0.012,49.988,569.567,7.61184,11538,3.0147,16464.5,3.0073,0.3187,2.32,50
17.47,-0.026,49.974,569.302,7.77042,11474.8,3.02,16456.9,3.0066,0.3187,2.32,50
17.48,0,50,568.932,7.77042,11523.6,3.0209,16441.6,3.006,0.3187,2.32,50
17.49,-0.004,49.996,568.456,7.82328,11559.9,3.0131,16426.3,3.0052,0.3187,2.32,50
17.5,-0.028,49.972,568.034,7.98186,11493.3,3.015,16418.7,3.0042,0.3187,2.32,50
17.51,-0.008,49.992,567.611,8.03472,11504,3.0196,16403.4,3.0033,0.3187,2.32,50
17.52,0.004,50.004,566.976,7.98186,11569.5,3.013,16380.6,3.0024,0.3187,2.32,50
17.53,-0.022,49.978,566.183,7.929,11524,3.0107,16350,3.0017,0.3187,2.32,50
17.54,-0.02,49.98,565.285,7.929,11488.4,3.017,16327.2,3.0008,0.3187,2.32,50
17.55,0.004,50.004,564.439,7.929,11556.2,3.0136,16304.3,3.0002,0.3187,2.32,50
17.56,-0.016,49.984,563.646,7.929,11549.1,3.0074,16273.7,2.9991,0.3187,2.32,50
17.57,-0.03,49.97,562.642,8.03472,11484,3.0125,16243.2,2.9978,0.3187,2.32,50
17.58,-0.004,49.996,561.532,7.929,11531,3.0132,16212.7,2.9973,0.3187,2.32,50
17.59,-0.006,49.994,560.475,7.6647,11567.3,3.0053,16182.2,2.9971,0.3187,2.32,50
17.6,-0.03,49.97,559.312,7.4004,11498.4,3.007,16151.7,2.9968,0.3187,2.32,50
17.61,-0.012,49.988,558.149,7.03038,11505.8,3.0115,16113.5,2.9968,0.3187,2.32,50
17.62,0.002,50.002,556.88,6.66036,11571.3,3.0047,16083,2.9968,0.3187,2.32,50
17.63,-0.026,49.974,555.559,6.18462,11523.6,3.0022,16037.2,2.9966,0.3187,2.32,50
17.64,-0.024,49.976,554.29,5.76174,11486.2,3.0083,16006.7,2.9963,0.3187,2.32,50
17.65,0,50,552.968,5.23314,11552.1,3.0047,15968.6,2.9962,0.3187,2.32,50
17.66,-0.018,49.982,551.594,4.59882,11542.1,2.9984,15930.4,2.9963,0.3187,2.32,50
17.67,-0.03,49.97,550.325,4.07022,11474.4,3.0034,15899.9,2.9965,0.3187,2.32,50
17.68,-0.004,49.996,549.004,3.59448,11519.9,3.004,15869.4,2.9966,0.3187,2.32,50
17.69,-0.006,49.994,547.894,2.85444,11554.7,2.9962,15838.9,2.997,0.3187,2.32,50
17.7,-0.028,49.972,546.942,2.1144,11484.7,2.998,15808.3,2.9974,0.3187,2.32,50
17.71,-0.01,49.99,545.991,1.48008,11490.3,3.0026,15785.5,2.9978,0.3187,2.32,50
17.72,0.004,50.004,545.145,0.89862,11554.7,2.996,15762.6,2.9981,0.3187,2.32,50
17.73,-0.022,49.978,544.458,0.31716,11507.7,2.9936,15739.7,2.9985,0.3187,2.32,50
17.74,-0.018,49.982,543.929,-0.15858,11469.2,2.9999,15732,2.9988,0.3187,2.32,50
17.75,0.006,50.006,543.612,-0.58146,11535.8,2.9967,15724.4,2.999,0.3187,2.32,50
17.76,-0.01,49.99,543.348,-0.89862,11526.9,2.9907,15716.8,2.9991,0.3187,2.32,50
17.77,-0.022,49.978,543.242,-1.21578,11459.6,2.9961,15716.8,2.9995,0.3187,2.32,50
17.78,0.006,50.006,543.348,-1.48008,11505.5,2.9973,15724.4,2.9997,0.3187,2.32,50
17.79,0.002,50.002,543.665,-1.74438,11541.7,2.99,15732,2.9998,0.3187,2.32,50
17.8,-0.02,49.98,544.141,-1.95582,11472.2,2.9923,15747.3,2.9998,0.3187,2.32,50
17.81,0,50,544.775,-2.00868,11478.8,2.9974,15770.2,2.9995,0.3187,2.32,50
17.82,0.014,50.014,545.409,-2.16726,11543.9,2.9914,15785.5,2.9995,0.3187,2.32,50
17.83,-0.012,49.988,546.202,-2.32584,11497,2.9896,15808.3,2.9994,0.3187,2.32,50
17.84,-0.008,49.992,547.154,-2.3787,11459.2,2.9965,15831.2,2.9995,0.3187,2.32,50
17.85,0.016,50.016,548.211,-2.3787,11528,2.9938,15869.4,2.9996,0.3187,2.32,50
17.86,-0.002,49.998,549.427,-2.43156,11520.3,2.9884,15907.5,2.9996,0.3187,2.32,50
17.87,-0.016,49.984,550.643,-2.3787,11453.3,2.9943,15938,2.9995,0.3187,2.32,50
17.88,0.01,50.01,551.806,-2.3787,11499.5,2.9959,15976.2,2.9995,0.3187,2.32,50
17.89,0.008,50.008,553.127,-2.32584,11535.8,2.989,16014.3,2.9993,0.3187,2.32,50
17.9,-0.016,49.984,554.343,-2.32584,11465.9,2.9916,16052.5,2.9994,0.3187,2.32,50
17.91,0.004,50.004,555.664,-2.32584,11471.4,2.997,16098.3,2.9993,0.3187,2.32,50
17.92,0.016,50.016,556.933,-2.16726,11535.4,2.9912,16136.4,2.9989,0.3187,2.32,50
17.93,-0.01,49.99,558.254,-2.1144,11487.3,2.9896,16174.6,2.9988,0.3187,2.32,50
17.94,-0.006,49.994,559.629,-2.22012,11449.6,2.9967,16212.7,2.9991,0.3187,2.32,50
17.95,0.018,50.018,560.95,-2.27298,11518.4,2.9942,16250.9,2.9994,0.3187,2.32,50
17.96,-0.002,49.998,562.219,-2.27298,11510.6,2.9889,16296.6,2.9993,0.3187,2.32,50
17.97,-0.014,49.986,563.488,-2.16726,11444,2.9948,16327.2,2.9991,0.3187,2.32,50
17.98,0.012,50.012,564.703,-2.16726,11489.9,2.9965,16365.3,2.9991,0.3187,2.32,50
17.99,0.008,50.008,565.919,-2.06154,11525.8,2.9896,16403.4,2.999,0.3187,2.32,50
18,-0.016,49.984,567.135,-1.90296,11456.3,2.9921,16441.6,2.9988,0.3187,2.32,50
18.01,0.002,50.002,568.192,-1.79724,11462.5,2.9976,16472.1,2.9987,0.3187,2.32,50
18.02,0.016,50.016,569.408,-1.63866,11527.3,2.9918,16510.3,2.9984,0.3187,2.32,50
18.03,-0.01,49.99,570.677,-1.53294,11480.3,2.9901,16540.8,2.998,0.3187,2.32,50
18.04,-0.008,49.992,571.734,-1.3215,11442.6,2.9971,16571.3,2.9975,0.3187,2.32,50
18.05,0.016,50.016,572.791,-1.00434,11511.4,2.9944,16609.4,2.9969,0.3187,2.32,50
18.06,-0.004,49.996,573.901,-0.74004,11505.8,2.989,16640,2.9964,0.3187,2.32,50
18.07,-0.016,49.984,574.852,-0.42288,11441.1,2.9948,16662.8,2.9959,0.3187,2.32,50
18.08,0.008,50.008,575.751,-0.2643,11489.9,2.9964,16685.7,2.9955,0.3187,2.32,50
18.09,0.006,50.006,576.544,-0.05286,11528.8,2.9893,16708.6,2.995,0.3187,2.32,50
18.1,-0.018,49.982,577.178,0.15858,11460.3,2.9917,16731.5,2.9943,0.3187,2.32,50
18.11,0,50,577.707,0.5286,11467,2.997,16739.1,2.9936,0.3187,2.32,50
18.12,0.012,50.012,578.183,0.89862,11532.8,2.9909,16754.4,2.9928,0.3187,2.32,50
18.13,-0.016,49.984,578.606,1.11006,11486.2,2.9889,16769.7,2.992,0.3187,2.32,50
18.14,-0.014,49.986,578.817,1.37436,11450.3,2.9956,16769.7,2.9912,0.3187,2.32,50
18.15,0.01,50.01,578.87,1.69152,11519.2,2.9926,16769.7,2.9901,0.3187,2.32,50
18.16,-0.01,49.99,578.817,1.95582,11513.6,2.9869,16769.7,2.9891,0.3187,2.32,50
18.17,-0.024,49.976,578.606,2.16726,11449.6,2.9922,16762,2.9884,0.3187,2.32,50
18.18,0.002,50.002,578.288,2.3787,11496.6,2.9934,16746.8,2.9874,0.3187,2.32,50
18.19,-0.002,49.998,577.813,2.53728,11534.7,2.9858,16731.5,2.9866,0.3187,2.32,50
18.2,-0.028,49.972,577.125,2.59014,11465.5,2.9876,16708.6,2.9857,0.3187,2.32,50
18.21,-0.008,49.992,576.174,2.53728,11471,2.9923,16685.7,2.985,0.3187,2.32,50
18.22,0.004,50.004,575.17,2.32584,11537.3,2.9857,16655.2,2.9846,0.3187,2.32,50
18.23,-0.024,49.976,574.06,2.16726,11491.8,2.9833,16624.7,2.9842,0.3187,2.32,50
18.24,-0.022,49.978,572.897,2.1144,11454.8,2.9895,16586.6,2.9835,0.3187,2.32,50
18.25,0.002,50.002,571.734,1.95582,11524,2.9859,16548.4,2.983,0.3187,2.32,50
18.26,-0.018,49.982,570.412,1.63866,11519.2,2.9797,16510.3,2.9827,0.3187,2.32,50
18.27,-0.03,49.97,568.932,1.26864,11453.3,2.9845,16472.1,2.9822,0.3187,2.32,50
18.28,-0.006,49.994,567.399,0.95148,11500.3,2.9852,16426.3,2.9817,0.3187,2.32,50
18.29,-0.008,49.992,565.813,0.74004,11537.3,2.9773,16380.6,2.9812,0.3187,2.32,50
18.3,-0.032,49.968,564.228,0.47574,11468.1,2.9787,16334.8,2.9807,0.3187,2.32,50
18.31,-0.014,49.986,562.536,0.10572,11473.3,2.9831,16289,2.9803,0.3187,2.32,50
18.32,-0.002,49.998,561.003,-0.05286,11537.7,2.9762,16243.2,2.9795,0.3187,2.32,50
18.33,-0.028,49.972,559.417,-0.37002,11490.7,2.9734,16205.1,2.979,0.3187,2.32,50
18.34,-0.024,49.976,557.779,-0.95148,11452.9,2.9793,16151.7,2.9791,0.3187,2.32,50
18.35,0,50,556.193,-1.37436,11522.1,2.9758,16105.9,2.9789,0.3187,2.32,50
18.36,-0.018,49.982,554.713,-1.74438,11515.8,2.9695,16067.7,2.9784,0.3187,2.32,50
18.37,-0.032,49.968,553.286,-2.06154,11448.5,2.9741,16022,2.9779,0.3187,2.32,50
18.38,-0.006,49.994,551.7,-2.48442,11494.7,2.9748,15983.8,2.9778,0.3187,2.32,50
18.39,-0.008,49.992,550.167,-2.96016,11533.2,2.9669,15938,2.9779,0.3187,2.32,50
18.4,-0.03,49.97,548.74,-3.54162,11462.5,2.9684,15899.9,2.978,0.3187,2.32,50
18.41,-0.012,49.988,547.418,-4.01736,11466.2,2.9729,15861.8,2.9781,0.3187,2.32,50
18.42,0.002,50.002,546.202,-4.38738,11531.7,2.9662,15831.2,2.9779,0.3187,2.32,50
18.43,-0.024,49.976,544.934,-4.91598,11482.5,2.9636,15793.1,2.9779,0.3187,2.32,50
18.44,-0.02,49.98,543.877,-5.44458,11441.4,2.9697,15762.6,2.9781,0.3187,2.32,50
18.45,0.004,50.004,542.978,-5.8146,11509.2,2.9664,15739.7,2.9781,0.3187,2.32,50
18.46,-0.014,49.986,542.079,-6.23748,11501.4,2.9603,15716.8,2.978,0.3187,2.32,50
18.47,-0.026,49.974,541.339,-6.76608,11431.5,2.9653,15693.9,2.9782,0.3187,2.32,50
18.48,0.002,50.002,540.758,-7.24182,11477.3,2.9664,15678.6,2.9784,0.3187,2.32,50
18.49,0,50,540.282,-7.71756,11516.2,2.9589,15671,2.9785,0.3187,2.32,50
18.5,-0.024,49.976,539.965,-8.29902,11444.4,2.9608,15663.4,2.9788,0.3187,2.32,50
18.51,-0.004,49.996,539.912,-8.4576,11447.7,2.9658,15663.4,2.9789,0.3187,2.32,50
18.52,0.01,50.01,539.965,-8.61618,11512.9,2.9596,15678.6,2.9789,0.3187,2.32,50
18.53,-0.016,49.984,540.229,-8.88048,11463.6,2.9575,15686.3,2.979,0.3187,2.32,50
18.54,-0.012,49.988,540.599,-9.30336,11423.3,2.9641,15693.9,2.9795,0.3187,2.32,50
18.55,0.014,50.014,541.128,-9.56766,11492.1,2.9615,15709.2,2.9801,0.3187,2.32,50
18.56,-0.004,49.996,541.921,-9.72624,11487,2.956,15739.7,2.98,0.3187,2.32,50
18.57,-0.016,49.984,543.084,-9.67338,11418.9,2.9616,15770.2,2.9796,0.3187,2.32,50
18.58,0.012,50.012,544.247,-9.62052,11463.6,2.9633,15800.7,2.9792,0.3187,2.32,50
18.59,0.008,50.008,545.515,-9.56766,11502.5,2.9565,15846.5,2.9792,0.3187,2.32,50
18.6,-0.014,49.986,546.942,-9.62052,11432.6,2.9589,15884.6,2.9795,0.3187,2.32,50
18.61,0.004,50.004,548.422,-9.46194,11437,2.9645,15930.4,2.9794,0.3187,2.32,50
18.62,0.018,50.018,549.955,-9.2505,11504.4,2.9589,15983.8,2.9791,0.3187,2.32,50
18.63,-0.008,49.992,551.541,-9.09192,11457.4,2.9573,16029.6,2.9789,0.3187,2.32,50
18.64,-0.004,49.996,553.391,-9.03906,11417.8,2.9645,16083,2.9788,0.3187,2.32,50
18.65,0.02,50.02,555.294,-8.88048,11487,2.9623,16136.4,2.9786,0.3187,2.32,50
18.66,0,50,557.092,-8.61618,11482.2,2.9571,16182.2,2.9783,0.3187,2.32,50
18.67,-0.012,49.988,558.73,-8.51046,11413.7,2.963,16228,2.9785,0.3187,2.32,50
18.68,0.014,50.014,560.475,-8.51046,11460,2.965,16281.4,2.9787,0.3187,2.32,50
18.69,0.012,50.012,562.219,-8.35188,11498.8,2.9584,16327.2,2.9786,0.3187,2.32,50
18.7,-0.014,49.986,563.752,-8.29902,11428.5,2.9609,16372.9,2.9786,0.3187,2.32,50
18.71,0.006,50.006,565.179,-8.35188,11433.7,2.9665,16418.7,2.9787,0.3187,2.32,50
18.72,0.018,50.018,566.606,-8.24616,11500.7,2.961,16456.9,2.9788,0.3187,2.32,50
18.73,-0.008,49.992,568.034,-8.14044,11452.9,2.9594,16502.6,2.9788,0.3187,2.32,50
18.74,-0.006,49.994,569.514,-8.03472,11412.2,2.9664,16548.4,2.9786,0.3187,2.32,50
18.75,0.016,50.016,570.835,-7.929,11479.9,2.9641,16586.6,2.9784,0.3187,2.32,50
18.76,-0.002,49.998,572.157,-7.82328,11474.4,2.9587,16632.3,2.9783,0.3187,2.32,50
18.77,-0.016,49.984,573.425,-7.61184,11405.9,2.9643,16670.5,2.978,0.3187,2.32,50
18.78,0.01,50.01,574.694,-7.4004,11452.5,2.9662,16701,2.9775,0.3187,2.32,50
18.79,0.008,50.008,576.015,-7.1361,11492.5,2.9592,16739.1,2.9769,0.3187,2.32,50
18.8,-0.016,49.984,577.073,-6.92466,11424.1,2.9615,16769.7,2.9765,0.3187,2.32,50
18.81,0.002,50.002,578.024,-6.50178,11428.9,2.967,16800.2,2.9757,0.3187,2.32,50
18.82,0.016,50.016,579.081,-6.02604,11497,2.9613,16830.7,2.9748,0.3187,2.32,50
18.83,-0.012,49.988,580.191,-5.49744,11451.1,2.9594,16861.2,2.9737,0.3187,2.32,50
